Ward,Latitude,Longitude,Crime_Type,Datetime,Hour,TimeSlot,DayOfWeek
Itwari,21.185448,79.141577,Assault_Violence,2024-12-23 08:24:36.551980,18,Evening,Monday
Itwari,21.18152,79.038312,Theft_Burglary,2025-01-05 10:24:36.552000,20,Evening,Sunday
Mahal,21.180116,79.06193,Crimes_Against_Women,2024-12-04 00:24:36.552020,10,Morning,Wednesday
Jaripatka,21.182789,79.029169,Other,2024-11-02 07:24:36.552043,17,Afternoon,Saturday
Mahal,21.114355,79.065547,Other,2024-12-10 00:24:36.552063,10,Morning,Tuesday
Jaripatka,21.171116,79.07681,Assault_Violence,2024-12-29 18:24:36.552083,4,Night,Sunday
Jaripatka,21.119516,79.07153,Crimes_Against_Women,2025-04-08 13:24:36.552103,23,Evening,Tuesday
Hudkeshwar,21.138114,79.042472,Robbery_Snatching,2025-06-10 18:24:36.552126,4,Night,Tuesday
Itwari,21.181039,79.13977,Crimes_Against_Women,2024-10-13 22:24:36.552150,8,Morning,Sunday
Sadar,21.157507,79.083956,Theft_Burglary,2025-03-03 09:24:36.552172,19,Evening,Monday
Mankapur,21.133788,79.12969,Other,2025-06-27 16:24:36.552192,2,Night,Friday
Manewada,21.18549,79.067953,Assault_Violence,2025-02-12 13:24:36.552213,23,Evening,Wednesday
Mankapur,21.087802,79.132897,Theft_Burglary,2024-11-07 07:24:36.552235,17,Afternoon,Thursday
Sitabuldi,21.190047,79.076835,Theft_Burglary,2025-02-12 07:24:36.552256,17,Afternoon,Wednesday
Mahal,21.087324,79.028262,Crimes_Against_Women,2025-02-14 05:24:36.552275,15,Afternoon,Friday
Dharampeth,21.163605,79.126292,Assault_Violence,2024-12-19 03:24:36.552302,13,Afternoon,Thursday
Itwari,21.142836,79.030703,Theft_Burglary,2024-12-30 12:24:36.552322,22,Evening,Monday
Mankapur,21.108477,79.097787,Crimes_Against_Women,2025-03-13 04:24:36.552343,14,Afternoon,Thursday
Sadar,21.127957,79.074493,Assault_Violence,2024-11-10 11:24:36.552361,21,Evening,Sunday
Jaripatka,21.170295,79.071846,Crimes_Against_Women,2025-08-18 09:24:36.552380,19,Evening,Monday
Hudkeshwar,21.124061,79.124768,Robbery_Snatching,2025-07-22 05:24:36.552401,15,Afternoon,Tuesday
Dharampeth,21.100418,79.097098,Crimes_Against_Women,2024-11-19 12:24:36.552420,22,Evening,Tuesday
Mahal,21.184651,79.140455,Crimes_Against_Women,2024-11-16 09:24:36.552439,19,Evening,Saturday
Dharampeth,21.148358,79.063808,Crimes_Against_Women,2025-07-19 09:24:36.552458,19,Evening,Saturday
Sitabuldi,21.134343,79.091112,Other,2024-10-31 10:24:36.552482,20,Evening,Thursday
Itwari,21.199886,79.086298,Theft_Burglary,2024-11-24 05:24:36.552502,15,Afternoon,Sunday
Manewada,21.142083,79.111922,Crimes_Against_Women,2025-03-17 15:24:36.552519,1,Night,Monday
Mahal,21.177119,79.128413,Assault_Violence,2025-04-20 02:24:36.552538,12,Afternoon,Sunday
Mahal,21.176814,79.108747,Crimes_Against_Women,2025-02-28 12:24:36.552554,22,Evening,Friday
Itwari,21.099084,79.062867,Assault_Violence,2025-06-15 12:24:36.552571,22,Evening,Sunday
Mankapur,21.094042,79.049251,Theft_Burglary,2025-07-15 03:24:36.552589,13,Afternoon,Tuesday
Ajni,21.173634,79.029091,Crimes_Against_Women,2025-04-03 20:24:36.552609,6,Morning,Thursday
Mahal,21.103399,79.104799,Assault_Violence,2025-03-10 06:24:36.552628,16,Afternoon,Monday
Hudkeshwar,21.122602,79.078469,Theft_Burglary,2024-11-13 18:24:36.552645,4,Night,Wednesday
Sadar,21.11161,79.076666,Theft_Burglary,2025-06-15 06:24:36.552661,16,Afternoon,Sunday
Dharampeth,21.127254,79.059027,Robbery_Snatching,2024-10-19 08:24:36.552677,18,Evening,Saturday
Sadar,21.195558,79.106935,Other,2025-06-25 04:24:36.552693,14,Afternoon,Wednesday
Mankapur,21.139665,79.077532,Theft_Burglary,2024-10-05 06:24:36.552711,16,Afternoon,Saturday
Sadar,21.138312,79.109024,Theft_Burglary,2024-09-02 12:24:36.552727,22,Evening,Monday
Hudkeshwar,21.164956,79.121434,Theft_Burglary,2024-10-22 05:24:36.552744,15,Afternoon,Tuesday
Manewada,21.187946,79.107237,Theft_Burglary,2025-07-19 11:24:36.552760,21,Evening,Saturday
Sitabuldi,21.168541,79.065765,Theft_Burglary,2024-12-22 08:24:36.552778,18,Evening,Sunday
Manewada,21.18702,79.122045,Theft_Burglary,2024-11-06 03:24:36.552795,13,Afternoon,Wednesday
Itwari,21.195092,79.088964,Robbery_Snatching,2024-11-09 05:24:36.552813,15,Afternoon,Saturday
Sitabuldi,21.08639,79.093444,Assault_Violence,2024-08-27 04:24:36.552829,14,Afternoon,Tuesday
Sadar,21.103617,79.07636,Crimes_Against_Women,2025-03-17 10:24:36.552845,20,Evening,Monday
Dharampeth,21.175956,79.090431,Assault_Violence,2025-04-06 14:24:36.552862,0,Night,Sunday
Dharampeth,21.0853,79.02582,Crimes_Against_Women,2025-06-20 07:24:36.552887,17,Afternoon,Friday
Itwari,21.193081,79.104592,Theft_Burglary,2025-05-25 21:24:36.552905,7,Morning,Sunday
Sitabuldi,21.156114,79.025811,Assault_Violence,2025-01-11 04:24:36.552923,14,Afternoon,Saturday
Sitabuldi,21.195084,79.072271,Assault_Violence,2025-05-11 03:24:36.552940,13,Afternoon,Sunday
Mahal,21.144499,79.068853,Other,2024-09-16 23:24:36.552956,9,Morning,Monday
Mankapur,21.09664,79.026464,Crimes_Against_Women,2024-09-28 07:24:36.552975,17,Afternoon,Saturday
Sitabuldi,21.103152,79.139326,Assault_Violence,2025-07-16 10:24:36.552992,20,Evening,Wednesday
Mankapur,21.147491,79.144561,Theft_Burglary,2025-08-17 15:24:36.553008,1,Night,Sunday
Mankapur,21.198658,79.10393,Crimes_Against_Women,2024-09-23 10:24:36.553025,20,Evening,Monday
Ajni,21.099518,79.058745,Crimes_Against_Women,2024-12-22 10:24:36.553042,20,Evening,Sunday
Mankapur,21.135799,79.137001,Theft_Burglary,2025-06-14 17:24:36.553057,3,Night,Saturday
Mahal,21.172277,79.040888,Assault_Violence,2025-02-14 02:24:36.553075,12,Afternoon,Friday
Jaripatka,21.192223,79.149925,Assault_Violence,2024-11-19 08:24:36.553091,18,Evening,Tuesday
Sadar,21.18724,79.060725,Other,2024-12-05 10:24:36.553111,20,Evening,Thursday
Mankapur,21.123737,79.083388,Assault_Violence,2025-05-09 11:24:36.553143,21,Evening,Friday
Mankapur,21.138293,79.046158,Other,2024-09-15 20:24:36.553161,6,Morning,Sunday
Hudkeshwar,21.151056,79.116403,Other,2024-12-18 12:24:36.553177,22,Evening,Wednesday
Hudkeshwar,21.137889,79.09416,Assault_Violence,2024-12-10 10:24:36.553193,20,Evening,Tuesday
Manewada,21.194824,79.028861,Crimes_Against_Women,2025-06-04 08:24:36.553209,18,Evening,Wednesday
Mankapur,21.172539,79.02681,Theft_Burglary,2025-04-03 01:24:36.553226,11,Morning,Thursday
Itwari,21.166707,79.027213,Crimes_Against_Women,2025-01-03 11:24:36.553269,21,Evening,Friday
Jaripatka,21.093715,79.134466,Crimes_Against_Women,2024-08-28 04:24:36.553286,14,Afternoon,Wednesday
Manewada,21.081203,79.040785,Robbery_Snatching,2024-09-13 23:24:36.553303,9,Morning,Friday
Ajni,21.128364,79.147329,Theft_Burglary,2025-04-10 13:24:36.553319,23,Evening,Thursday
Sadar,21.09766,79.042775,Crimes_Against_Women,2024-09-18 07:24:36.553336,17,Afternoon,Wednesday
Jaripatka,21.098511,79.108185,Theft_Burglary,2025-02-12 11:24:36.553352,21,Evening,Wednesday
Ajni,21.106788,79.04979,Theft_Burglary,2024-10-15 18:24:36.553368,4,Night,Tuesday
Manewada,21.155624,79.119473,Other,2025-05-22 19:24:36.553384,5,Night,Thursday
Jaripatka,21.192859,79.058525,Robbery_Snatching,2025-07-02 03:24:36.553400,13,Afternoon,Wednesday
Itwari,21.09459,79.113538,Assault_Violence,2025-06-26 12:24:36.553416,22,Evening,Thursday
Sitabuldi,21.156871,79.147833,Crimes_Against_Women,2024-10-11 00:24:36.553432,10,Morning,Friday
Sadar,21.122145,79.046068,Assault_Violence,2025-05-07 18:24:36.553449,4,Night,Wednesday
Ajni,21.098144,79.062955,Theft_Burglary,2024-12-26 04:24:36.553471,14,Afternoon,Thursday
Mahal,21.151456,79.053212,Assault_Violence,2024-12-30 12:24:36.553489,22,Evening,Monday
Sadar,21.103949,79.129259,Crimes_Against_Women,2025-06-10 11:24:36.553506,21,Evening,Tuesday
Mahal,21.127933,79.074386,Robbery_Snatching,2025-03-23 11:24:36.553522,21,Evening,Sunday
Sitabuldi,21.165854,79.104375,Crimes_Against_Women,2025-06-05 10:24:36.553539,20,Evening,Thursday
Sadar,21.144331,79.070906,Other,2024-11-07 03:24:36.553557,13,Afternoon,Thursday
Sadar,21.089121,79.039886,Robbery_Snatching,2024-10-10 16:24:36.553575,2,Night,Thursday
Mankapur,21.177276,79.14037,Theft_Burglary,2025-08-03 03:24:36.553591,13,Afternoon,Sunday
Dharampeth,21.10088,79.125422,Theft_Burglary,2025-04-15 13:24:36.553607,23,Evening,Tuesday
Dharampeth,21.101871,79.050386,Crimes_Against_Women,2024-12-19 08:24:36.553770,18,Evening,Thursday
Sitabuldi,21.176169,79.12332,Other,2024-10-18 08:24:36.553792,18,Evening,Friday
Ajni,21.1704,79.116917,Assault_Violence,2025-02-24 08:24:36.553809,18,Evening,Monday
Itwari,21.172511,79.037197,Crimes_Against_Women,2024-12-12 10:24:36.553825,20,Evening,Thursday
Manewada,21.105253,79.137396,Robbery_Snatching,2024-11-23 09:24:36.553842,19,Evening,Saturday
Ajni,21.175423,79.131984,Theft_Burglary,2025-05-23 23:24:36.553859,9,Morning,Friday
Mahal,21.155276,79.147163,Other,2025-01-19 06:24:36.553875,16,Afternoon,Sunday
Mahal,21.139345,79.086144,Theft_Burglary,2024-09-09 08:24:36.553891,18,Evening,Monday
Sadar,21.163138,79.089363,Theft_Burglary,2025-07-23 11:24:36.553907,21,Evening,Wednesday
Sitabuldi,21.198419,79.051789,Theft_Burglary,2025-04-12 10:24:36.553922,20,Evening,Saturday
Itwari,21.166732,79.123838,Other,2025-08-22 08:24:36.553939,18,Evening,Friday
Ajni,21.126494,79.137291,Other,2025-04-29 05:24:36.553957,15,Afternoon,Tuesday
Sitabuldi,21.118575,79.068,Crimes_Against_Women,2025-04-23 11:24:36.553975,21,Evening,Wednesday
Jaripatka,21.195599,79.037553,Theft_Burglary,2024-11-04 21:24:36.553991,7,Morning,Monday
Itwari,21.119827,79.022242,Assault_Violence,2025-05-28 01:24:36.554008,11,Morning,Wednesday
Sitabuldi,21.188748,79.145311,Other,2024-09-15 05:24:36.554024,15,Afternoon,Sunday
Dharampeth,21.129227,79.029956,Crimes_Against_Women,2024-08-31 09:24:36.554041,19,Evening,Saturday
Hudkeshwar,21.169958,79.104477,Robbery_Snatching,2025-07-03 10:24:36.554057,20,Evening,Thursday
Itwari,21.105455,79.058491,Crimes_Against_Women,2025-03-15 05:24:36.554073,15,Afternoon,Saturday
Mahal,21.158273,79.094358,Assault_Violence,2025-04-14 01:24:36.554090,11,Morning,Monday
Ajni,21.133572,79.101623,Other,2025-03-24 03:24:36.554106,13,Afternoon,Monday
Hudkeshwar,21.17065,79.059685,Theft_Burglary,2025-08-02 03:24:36.554122,13,Afternoon,Saturday
Sitabuldi,21.146678,79.100909,Crimes_Against_Women,2025-06-06 09:24:36.554139,19,Evening,Friday
Itwari,21.181503,79.032498,Theft_Burglary,2025-01-21 10:24:36.554162,20,Evening,Tuesday
Hudkeshwar,21.172104,79.070732,Theft_Burglary,2025-08-20 22:24:36.554179,8,Morning,Wednesday
Sadar,21.116923,79.12174,Theft_Burglary,2025-01-31 07:24:36.554197,17,Afternoon,Friday
Sadar,21.19223,79.025377,Theft_Burglary,2024-11-06 23:24:36.554214,9,Morning,Wednesday
Dharampeth,21.150716,79.112437,Other,2024-11-06 07:24:36.554231,17,Afternoon,Wednesday
Jaripatka,21.155519,79.120042,Crimes_Against_Women,2025-01-02 04:24:36.554247,14,Afternoon,Thursday
Sadar,21.10526,79.104939,Robbery_Snatching,2024-09-27 07:24:36.554264,17,Afternoon,Friday
Sitabuldi,21.107012,79.044824,Crimes_Against_Women,2025-08-08 13:24:36.554279,23,Evening,Friday
Dharampeth,21.199246,79.061328,Other,2024-11-13 18:24:36.554297,4,Night,Wednesday
Mahal,21.134855,79.047979,Assault_Violence,2025-05-16 23:24:36.554313,9,Morning,Friday
Manewada,21.081483,79.120877,Assault_Violence,2025-02-04 11:24:36.554329,21,Evening,Tuesday
Sadar,21.179728,79.083232,Other,2025-03-21 07:24:36.554344,17,Afternoon,Friday
Itwari,21.08534,79.02898,Robbery_Snatching,2025-04-05 09:24:36.554360,19,Evening,Saturday
Sitabuldi,21.132092,79.042023,Theft_Burglary,2025-04-08 19:24:36.554377,5,Night,Tuesday
Mahal,21.092348,79.038979,Theft_Burglary,2024-08-30 10:24:36.554393,20,Evening,Friday
Mahal,21.161475,79.045289,Theft_Burglary,2025-01-23 02:24:36.554409,12,Afternoon,Thursday
Jaripatka,21.144035,79.084857,Crimes_Against_Women,2024-11-01 11:24:36.554425,21,Evening,Friday
Sitabuldi,21.195244,79.044915,Assault_Violence,2024-09-02 23:24:36.554443,9,Morning,Monday
Manewada,21.111054,79.022081,Crimes_Against_Women,2025-03-17 13:24:36.554458,23,Evening,Monday
Sitabuldi,21.147611,79.115218,Robbery_Snatching,2025-04-09 20:24:36.554475,6,Morning,Wednesday
Jaripatka,21.090549,79.098613,Assault_Violence,2024-11-18 23:24:36.554491,9,Morning,Monday
Itwari,21.114708,79.075267,Other,2024-08-27 07:24:36.554507,17,Afternoon,Tuesday
Sadar,21.137877,79.114802,Theft_Burglary,2024-09-12 06:24:36.554523,16,Afternoon,Thursday
Mahal,21.182156,79.059807,Assault_Violence,2024-11-05 14:24:36.554539,0,Night,Tuesday
Mankapur,21.128675,79.054245,Other,2024-11-10 10:24:36.554556,20,Evening,Sunday
Sitabuldi,21.117039,79.090166,Other,2024-09-25 12:24:36.554574,22,Evening,Wednesday
Itwari,21.188504,79.092847,Other,2025-02-01 23:24:36.554589,9,Morning,Saturday
Ajni,21.121554,79.125576,Other,2025-01-17 17:24:36.554605,3,Night,Friday
Itwari,21.095953,79.149879,Theft_Burglary,2025-03-09 11:24:36.554621,21,Evening,Sunday
Hudkeshwar,21.096743,79.138501,Robbery_Snatching,2025-06-06 10:24:36.554637,20,Evening,Friday
Dharampeth,21.096692,79.075831,Theft_Burglary,2024-12-06 11:24:36.554655,21,Evening,Friday
Sitabuldi,21.179305,79.063634,Robbery_Snatching,2025-06-17 01:24:36.554676,11,Morning,Tuesday
Sadar,21.099178,79.064566,Crimes_Against_Women,2024-11-06 23:24:36.554694,9,Morning,Wednesday
Manewada,21.173777,79.123532,Crimes_Against_Women,2024-10-31 09:24:36.554710,19,Evening,Thursday
Mankapur,21.181656,79.040075,Assault_Violence,2024-09-08 04:24:36.554729,14,Afternoon,Sunday
Jaripatka,21.146713,79.061792,Assault_Violence,2025-01-23 09:24:36.554746,19,Evening,Thursday
Itwari,21.174268,79.043923,Theft_Burglary,2025-01-03 14:24:36.554763,0,Night,Friday
Jaripatka,21.183898,79.115559,Crimes_Against_Women,2025-08-12 05:24:36.554779,15,Afternoon,Tuesday
Jaripatka,21.162117,79.058768,Crimes_Against_Women,2025-04-26 08:24:36.554796,18,Evening,Saturday
Hudkeshwar,21.092694,79.106076,Assault_Violence,2025-05-13 09:24:36.554813,19,Evening,Tuesday
Mankapur,21.092267,79.032888,Assault_Violence,2025-05-13 17:24:36.554828,3,Night,Tuesday
Sitabuldi,21.148414,79.095837,Assault_Violence,2025-01-21 11:24:36.554850,21,Evening,Tuesday
Mahal,21.112503,79.083351,Crimes_Against_Women,2024-10-24 10:24:36.554868,20,Evening,Thursday
Itwari,21.108327,79.111497,Theft_Burglary,2025-06-20 08:24:36.554885,18,Evening,Friday
Itwari,21.173255,79.099687,Robbery_Snatching,2025-01-27 09:24:36.554902,19,Evening,Monday
Itwari,21.162974,79.024188,Robbery_Snatching,2025-01-03 09:24:36.554918,19,Evening,Friday
Hudkeshwar,21.099029,79.036292,Crimes_Against_Women,2025-05-27 09:24:36.554935,19,Evening,Tuesday
Dharampeth,21.124001,79.031431,Crimes_Against_Women,2024-10-04 06:24:36.554951,16,Afternoon,Friday
Dharampeth,21.141714,79.029533,Assault_Violence,2025-05-16 03:24:36.554968,13,Afternoon,Friday
Sitabuldi,21.180949,79.131213,Crimes_Against_Women,2025-03-04 04:24:36.554983,14,Afternoon,Tuesday
Itwari,21.126834,79.129297,Crimes_Against_Women,2025-06-02 16:24:36.555000,2,Night,Monday
Dharampeth,21.164948,79.084358,Assault_Violence,2025-01-25 02:24:36.555016,12,Afternoon,Saturday
Sitabuldi,21.143711,79.148907,Other,2024-12-14 11:24:36.555032,21,Evening,Saturday
Jaripatka,21.137051,79.119429,Crimes_Against_Women,2024-12-25 10:24:36.555048,20,Evening,Wednesday
Sitabuldi,21.127854,79.146864,Crimes_Against_Women,2025-07-16 02:24:36.555064,12,Afternoon,Wednesday
Ajni,21.147216,79.141488,Other,2025-06-21 14:24:36.555079,0,Night,Saturday
Itwari,21.181268,79.112198,Crimes_Against_Women,2025-05-25 06:24:36.555096,16,Afternoon,Sunday
Jaripatka,21.129579,79.080264,Crimes_Against_Women,2024-11-06 22:24:36.555111,8,Morning,Wednesday
Mahal,21.17501,79.067109,Assault_Violence,2025-04-16 19:24:36.555128,5,Night,Wednesday
Jaripatka,21.131566,79.133068,Crimes_Against_Women,2024-08-23 03:24:36.555144,13,Afternoon,Friday
Itwari,21.139855,79.126006,Crimes_Against_Women,2025-01-28 12:24:36.555160,22,Evening,Tuesday
Jaripatka,21.170263,79.112726,Robbery_Snatching,2024-12-30 11:24:36.555176,21,Evening,Monday
Itwari,21.125429,79.143499,Assault_Violence,2024-08-30 08:24:36.555197,18,Evening,Friday
Itwari,21.115775,79.104041,Crimes_Against_Women,2024-11-21 06:24:36.555218,16,Afternoon,Thursday
Ajni,21.161035,79.138697,Theft_Burglary,2025-01-21 11:24:36.555236,21,Evening,Tuesday
Sadar,21.127931,79.066671,Other,2024-10-12 08:24:36.555276,18,Evening,Saturday
Sitabuldi,21.082872,79.067646,Crimes_Against_Women,2025-05-27 11:24:36.555295,21,Evening,Tuesday
Manewada,21.132139,79.124784,Crimes_Against_Women,2025-05-07 05:24:36.555312,15,Afternoon,Wednesday
Dharampeth,21.185581,79.050596,Crimes_Against_Women,2025-05-16 08:24:36.555328,18,Evening,Friday
Mankapur,21.174862,79.026926,Theft_Burglary,2025-05-12 09:24:36.555343,19,Evening,Monday
Jaripatka,21.143366,79.062189,Assault_Violence,2024-09-27 11:24:36.555359,21,Evening,Friday
Dharampeth,21.135306,79.067623,Robbery_Snatching,2024-09-08 13:24:36.555375,23,Evening,Sunday
Itwari,21.112348,79.036978,Crimes_Against_Women,2025-07-11 23:24:36.555392,9,Morning,Friday
Jaripatka,21.112747,79.076363,Assault_Violence,2025-01-15 08:24:36.555409,18,Evening,Wednesday
Mahal,21.132311,79.108071,Theft_Burglary,2025-03-23 08:24:36.555425,18,Evening,Sunday
Dharampeth,21.180286,79.115041,Crimes_Against_Women,2024-11-14 20:24:36.555442,6,Morning,Thursday
Sitabuldi,21.105938,79.04986,Other,2025-08-22 05:24:36.555458,15,Afternoon,Friday
Dharampeth,21.08032,79.12977,Assault_Violence,2025-04-20 10:24:36.555474,20,Evening,Sunday
Hudkeshwar,21.16941,79.082856,Crimes_Against_Women,2025-01-16 04:24:36.555490,14,Afternoon,Thursday
Sadar,21.109183,79.066549,Crimes_Against_Women,2024-10-13 12:24:36.555505,22,Evening,Sunday
Mankapur,21.196765,79.031784,Robbery_Snatching,2025-04-09 04:24:36.555521,14,Afternoon,Wednesday
Mahal,21.116874,79.131943,Theft_Burglary,2024-11-06 09:24:36.555537,19,Evening,Wednesday
Dharampeth,21.198983,79.032216,Crimes_Against_Women,2024-12-29 14:24:36.555554,0,Night,Sunday
Itwari,21.155146,79.11015,Crimes_Against_Women,2024-08-27 14:24:36.555569,0,Night,Tuesday
Mahal,21.094623,79.130316,Assault_Violence,2025-02-25 03:24:36.555585,13,Afternoon,Tuesday
Sadar,21.119032,79.146964,Theft_Burglary,2025-01-07 23:24:36.555600,9,Morning,Tuesday
Jaripatka,21.123283,79.085089,Assault_Violence,2024-08-31 08:24:36.555618,18,Evening,Saturday
Mahal,21.17821,79.032643,Crimes_Against_Women,2025-01-04 09:24:36.555633,19,Evening,Saturday
Mankapur,21.188001,79.021184,Theft_Burglary,2025-03-25 10:24:36.555650,20,Evening,Tuesday
